Ticker,Report Date,SimFinId,Currency,Fiscal Year,Fiscal Period,Publish Date,Restated Date,Shares (Basic),Shares (Diluted),Revenue,Cost of Revenue,Gross Profit,Operating Expenses,"Selling, General & Administrative",Research & Development,Depreciation & Amortization,Operating Income (Loss),Non-Operating Income (Loss),"Interest Expense, Net","Pretax Income (Loss), Adj.",Abnormal Gains (Losses),Pretax Income (Loss),"Income Tax (Expense) Benefit, Net",Income (Loss) from Continuing Operations,Net Extraordinary Gains (Losses),Net Income,Net Income (Common),Zombie Indicator
KOPN,2016-12-31,807728,USD,2016,FY,2017-03-23,2018-03-23,64045675.0,64045675.0,22642566.0,-18601138.0,4041428.0,-32214567.0,-16961773.0,-15252794.0,0.0,-28173139,209803.0,658384.0,-27963336,8062191.0,-19901145,-3130000.0,-23031145,,-23434116,-23434116,-42.791348210163065
KOPN,2017-12-31,807728,USD,2017,FY,2018-03-23,2018-03-23,69914956.0,69914956.0,27841490.0,-21483076.0,6358414.0,-36656387.0,-20541244.0,-15515057.0,-600086.0,-30297973,1022917.0,775626.0,-29275056,931941.0,-28343115,2963000.0,-25380115,,-25240482,-25240482,-39.06260620453672
KOPN,2018-12-31,807728,USD,2018,FY,2019-02-07,2021-03-05,73156545.0,73156545.0,24465005.0,-15831441.0,8633564.0,-44656152.0,-27210849.0,-17445303.0,,-36022588,1495165.0,640059.0,-34527423,74931.0,-34452492,-30000.0,-34482492,,-34533542,-34533542,-56.280105427780875
KOPN,2019-12-31,807728,USD,2019,FY,2020-03-11,2022-03-14,80282126.0,80282126.0,29518809.0,-20901538.0,8617271.0,-34665589.0,-21316459.0,-13349130.0,,-26048318,971893.0,543759.0,-25076425,-4189797.0,-29266222,-108000.0,-29374222,,-29506252,-29506252,-47.90415974724097
KOPN,2020-12-31,807728,USD,2020,FY,2021-03-05,2022-03-14,82347741.0,82347741.0,40127669.0,-21398381.0,18729288.0,-23492706.0,-11822703.0,-11670003.0,,-4763418,390849.0,132642.0,-4372569,-29356.0,-4401925,-129000.0,-4530925,,-4411112,-4411112,-35.911837879404715
KPTI,2016-12-31,786011,USD,2016,FY,2017-03-16,2018-03-15,37523051.0,37523051.0,154000.0,,,-110886000.0,-23948000.0,-86938000.0,,-110732000,1294000.0,1284000.0,-109438000,,-109438000,-139000.0,-109577000,,-109577000,-109577000,-86.2398753894081
KPTI,2017-12-31,786011,USD,2017,FY,2018-03-15,2018-03-15,45899784.0,45899784.0,1605000.0,,,-132143000.0,-24870000.0,-107273000.0,,-130538000,1617000.0,1698000.0,-128921000,,-128921000,-63000.0,-128984000,,-128984000,-128984000,-76.87750294464075
KPTI,2018-12-31,786011,USD,2018,FY,2019-02-28,2021-02-24,56799699.0,56799699.0,30336000.0,,,-210219000.0,-48847000.0,-161372000.0,,-179883000,1502000.0,1535000.0,-178381000,,-178381000,-26000.0,-178407000,,-178407000,-178407000,-117.18762214983714
KREF,2016-12-31,1345243,USD,2016,FY,2017-02-28,2019-02-20,51924338.0,51924338.0,,,,-2270000.0,-2270000.0,,,-2270000,40545000.0,40688000.0,38275000,-5649000.0,32626000,-354000.0,32272000,,31157000,31141000,-0.05579040503342509
KREF,2017-12-31,1345243,USD,2017,FY,2018-02-28,2020-02-19,45320358.0,45321360.0,,,,-4936000.0,-4936000.0,,,-4936000,79609000.0,77766000.0,74673000,-13492000.0,61181000,-1102000.0,60079000,,59062000,58818000,-0.06347246868811562
KREF,2019-12-31,1345243,USD,2019,FY,2020-02-19,2022-02-08,57426912.0,57532490.0,,,,-10522000.0,-10522000.0,,,-10522000,120889000.0,117140000.0,110367000,-19823000.0,90544000,-579000.0,89965000,,89965000,90492000,-0.08982414205224518
KREF,2020-12-31,1345243,USD,2020,FY,2021-02-16,2022-02-08,55985014.0,56057237.0,,,,-14238000.0,-14238000.0,,,-14238000,136383000.0,141876000.0,122145000,-67336000.0,54809000,-412000.0,54397000,,54397000,53553000,-0.10035523978685613
KSPN,2020-01-31,197548,USD,2019,FY,2020-06-15,2021-04-30,1816000.0,1816000.0,133216000.0,-122365000.0,10851000.0,-25082000.0,-25082000.0,,,-14231000,647000.0,647000.0,-13584000,-765000.0,-14349000,-44000.0,-14393000,-44351000.0,-58744000,-58744000,-21.995363214837713
KURA,2018-12-31,795981,USD,2018,FY,2019-03-05,2021-02-24,35191000.0,35191000.0,,,,-62883000.0,-16096000.0,-46787000.0,,-62883000,2934000.0,2199000.0,-59949000,-498000.0,-60447000,,-60447000,,-60447000,-60447000,-28.59618008185539
LEAF,2016-12-31,652547,USD,2016,FY,2017-02-23,2019-03-04,20152000.0,20152000.0,113452000.0,-67515000.0,45937000.0,-88222000.0,-57358000.0,-19964000.0,-10900000.0,-42285000,40264000.0,92000.0,-2021000,,-2021000,10000.0,-2011000,,-2011000,-2011000,-459.6195652173913
LEAF,2017-12-31,652547,USD,2017,FY,2018-03-01,2019-03-04,20501000.0,20501000.0,128990000.0,-78102000.0,50888000.0,-82229000.0,-57888000.0,-18613000.0,-5728000.0,-31341000,171000.0,190000.0,-31170000,,-31170000,37000.0,-31133000,,-31133000,-31133000,-164.95263157894738
LEAF,2018-12-31,652547,USD,2018,FY,2019-03-04,2019-03-04,24581000.0,24581000.0,155042000.0,-91159000.0,63883000.0,-87205000.0,-62951000.0,-20183000.0,-4071000.0,-23322000,227000.0,305000.0,-23095000,,-23095000,-95000.0,-23190000,,-23190000,-23190000,-76.4655737704918
LEAF,2019-12-31,652547,USD,2019,FY,2020-03-16,2021-02-25,25960000.0,25960000.0,154956000.0,-92613000.0,62343000.0,-89385000.0,-65152000.0,-20880000.0,-3353000.0,-27042000,265000.0,225000.0,-26777000,,-26777000,-61000.0,-26838000,,-26838000,-26838000,-120.18666666666667
LLNW,2017-12-31,1014805,USD,2017,FY,2018-02-21,2020-01-30,108814000.0,108814000.0,184360000.0,-96561000.0,87799000.0,-95869000.0,-68151000.0,-25342000.0,-2376000.0,-8070000,866000.0,414000.0,-7204000,,-7204000,-426000.0,-7630000,,-7630000,-7630000,-19.492753623188406
LLNW,2018-12-31,1014805,USD,2018,FY,2019-02-01,2021-02-12,112114000.0,120010000.0,195670000.0,-102197000.0,93473000.0,-98313000.0,-71925000.0,-24075000.0,-2313000.0,-4840000,15220000.0,15484000.0,10380000,,10380000,-538000.0,9842000,,9842000,9842000,-0.3125807284939292
LLNW,2019-12-31,1014805,USD,2019,FY,2020-01-30,2022-02-17,115890000.0,115890000.0,200634000.0,-119090000.0,81544000.0,-97269000.0,-73863000.0,-22534000.0,-872000.0,-15725000,431000.0,351000.0,-15294000,,-15294000,-750000.0,-16044000,,-16044000,-16044000,-44.800569800569804
LOVE,2019-01-31,1207326,USD,2018,FY,2019-05-03,2020-04-29,13669944.0,13669944.0,165881297.0,-75000476.0,90880821.0,-97924134.0,-94790383.0,,-3133751.0,-7043313,355364.0,355364.0,-6687949,,-6687949,-16407.0,-6704356,,-6704356,-6704356,-19.819995835256243
LOVE,2020-01-31,1207326,USD,2019,FY,2020-04-29,2022-03-30,14260395.0,14260395.0,233377000.0,-116687000.0,116690000.0,-132499000.0,-127341000.0,,-5158000.0,-15809000,647000.0,647000.0,-15162000,,-15162000,-43000.0,-15205000,,-15205000,-15205000,-24.43431221020093
LOXO,2016-12-31,781663,USD,2016,FY,2017-03-07,2018-03-01,20905448.0,20905448.0,,,,-73178000.0,-14903000.0,-58275000.0,,-73178000,780000.0,780000.0,-72398000,0.0,-72398000,,-72398000,,-72398000,-72398000,-93.81794871794872
LOXO,2017-12-31,781663,USD,2017,FY,2018-03-01,2018-03-01,28035697.0,28035697.0,,,,-173696000.0,-33657000.0,-140039000.0,,-173696000,3520000.0,3520000.0,-170176000,21300000.0,-148876000,,-148876000,,-148876000,-148876000,-49.345454545454544
LPSN,2018-12-31,975527,USD,2018,FY,2019-02-25,2021-03-08,59203400.0,59203400.0,249838000.0,-62479000.0,187359000.0,-206594000.0,-149217000.0,-55707000.0,-1670000.0,-19235000,-471000.0,22000.0,-19706000,-4468000.0,-24174000,-858000.0,-25032000,,-25032000,-25032000,-874.3181818181819
LTRX,2019-06-30,172507,USD,2019,FY,2019-09-11,2019-09-11,21580000.0,21580000.0,46890000.0,-20617000.0,26273000.0,-26486000.0,-17407000.0,-9079000.0,,-213000,221000.0,236000.0,8000,-275000.0,-267000,-141000.0,-408000,,-408000,-408000,-0.902542372881356
LUMO,2016-12-31,809595,USD,2016,FY,2017-03-06,2019-03-05,3219603.0,3219603.0,35768000.0,,,-126526000.0,-33226000.0,-93300000.0,,-90758000,247000.0,215000.0,-90511000,,-90511000,5356000.0,-85155000,,-85155000,-85155000,-422.13023255813954
LUMO,2017-12-31,809595,USD,2017,FY,2018-04-09,2019-03-05,3477909.0,3477909.0,28711000.0,,,-101592000.0,-31726000.0,-69866000.0,,-72881000,371000.0,497000.0,-72510000,,-72510000,559000.0,-71951000,,-71951000,-71951000,-146.64185110663985
LUMO,2018-12-31,809595,USD,2018,FY,2019-03-05,2019-03-05,4131949.0,4131949.0,12474000.0,,,-74912000.0,-29218000.0,-45694000.0,,-62438000,1875000.0,1977000.0,-60563000,,-60563000,6968000.0,-53595000,,-53595000,-53595000,-31.582195245321195
LUMO,2019-12-31,809595,USD,2019,FY,2020-04-29,2021-03-09,4143420.0,4143420.0,,,,-9816000.0,-4147000.0,-5669000.0,,-9816000,111000.0,74000.0,-9705000,,-9705000,,-9705000,,-9705000,-12745000,-132.64864864864865
LUMO,2020-12-31,809595,USD,2020,FY,2021-03-09,2022-03-11,6777932.0,6777932.0,168000.0,,,-26471000.0,-17265000.0,-9206000.0,,-26303000,6667000.0,200000.0,-19636000,,-19636000,13973000.0,-5663000,,-5663000,-6314000,-131.515
MACK,2018-12-31,819013,USD,2018,FY,2019-03-06,2020-03-12,13343000.0,13343000.0,,,,-65575000.0,-15601000.0,-49974000.0,,-65575000,-2887000.0,343000.0,-68462000,,-68462000,7695000.0,-60767000,20261000.0,-40506000,-40506000,-191.1807580174927
MACK,2020-12-31,819013,USD,2020,FY,2021-03-10,2022-03-09,13380000.0,13380000.0,,,,-5012000.0,-5012000.0,,,-5012000,-141000.0,50000.0,-5153000,2139000.0,-3014000,-14000.0,-3028000,,-3028000,-3028000,-100.24
MB,2017-12-31,698225,USD,2017,FY,2018-03-01,2018-03-01,44309000.0,44309000.0,182626000.0,-51870000.0,130756000.0,-145106000.0,-109296000.0,-35810000.0,,-14350000,-275000.0,109000.0,-14625000,0.0,-14625000,-167000.0,-14792000,,-14792000,-14792000,-131.651376146789
MBIO,2017-12-31,809799,USD,2017,FY,2018-03-29,2018-03-29,25252832.0,25252832.0,,,,-31785000.0,-11409000.0,-20376000.0,,-31785000,497000.0,497000.0,-31288000,0.0,-31288000,,-31288000,,-31288000,-31288000,-63.95372233400403
MBIO,2018-12-31,809799,USD,2018,FY,2019-03-18,2019-03-18,26949374.0,26949374.0,,,,-31223000.0,-6759000.0,-24464000.0,,-31223000,561000.0,561000.0,-30662000,,-30662000,,-30662000,,-30662000,-30662000,-55.65597147950089
MDB,2017-01-31,720635,USD,2016,FY,2017-03-17,2018-03-30,12211711.0,12211711.0,101358000.0,-29867000.0,71491000.0,-157438000.0,-105666000.0,-51772000.0,,-85947000,-15000.0,293000.0,-85962000,,-85962000,-719000.0,-86681000,,-86681000,-86681000,-293.3344709897611
MDB,2018-01-31,720635,USD,2017,FY,2018-03-10,2019-04-01,23718391.0,23718391.0,166028000.0,-42859000.0,123169000.0,-208050000.0,-145848000.0,-62202000.0,,-84881000,2195000.0,1300000.0,-82686000,,-82686000,-1287000.0,-83973000,,-83973000,-83973000,-65.29307692307692
MEIP,2018-06-30,187582,USD,2018,FY,2018-08-30,2018-08-30,41431000.0,41431000.0,1622000.0,-3383000.0,-1761000.0,-26825000.0,-9787000.0,-17038000.0,,-28586000,591000.0,591000.0,-27995000,-12072000.0,-40067000,1000.0,-40066000,,-40066000,-40066000,-48.36886632825719
MEIP,2019-06-30,187582,USD,2019,FY,2019-12-06,2021-09-02,71139000.0,72385000.0,4915000.0,-4263000.0,652000.0,-46897000.0,-14597000.0,-32300000.0,,-46245000,1795000.0,1795000.0,-44450000,27632000.0,-16818000,-1000.0,-16819000,,-16819000,-16819000,-25.76323119777159
MEIP,2020-06-30,187582,USD,2020,FY,2020-09-09,2022-09-08,91080000.0,91080000.0,27756000.0,-2671000.0,25085000.0,-50782000.0,-16717000.0,-34065000.0,,-25697000,1395000.0,1395000.0,-24302000,-22870000.0,-47172000,-1000.0,-47173000,,-47173000,-47173000,-18.42078853046595
MEIP,2021-06-30,187582,USD,2021,FY,2021-09-02,2022-09-08,112527000.0,114481000.0,34796000.0,-1408000.0,33388000.0,-93812000.0,-24414000.0,-69398000.0,,-60424000,996000.0,510000.0,-59428000,18122000.0,-41306000,-8000.0,-41314000,,-41314000,-41314000,-118.47843137254903
MELI,2019-12-31,884834,USD,2019,FY,2020-12-23,2022-02-23,48692906.0,48692906.0,2296314000.0,-1194191000.0,1102123000.0,-1255284000.0,-1031477000.0,-223807000.0,,-153161000,45915000.0,47647000.0,-107246000,,-107246000,-64753000.0,-171999000,,-171999000,-171999000,-3.2144940919680147
MGNI,2017-12-31,683438,USD,2017,FY,2018-03-15,2019-02-27,48869000.0,48869000.0,155545000.0,-56836000.0,98709000.0,-154890000.0,-107390000.0,-47500000.0,,-56181000,431000.0,908000.0,-55750000,-100795000.0,-156545000,1762000.0,-154783000,,-154783000,-154783000,-61.87334801762115
MGNI,2018-12-31,683438,USD,2018,FY,2019-02-27,2021-02-25,50259000.0,50259000.0,124685000.0,-60003000.0,64682000.0,-124850000.0,-86987000.0,-37863000.0,,-60168000,2143000.0,988000.0,-58025000,-3440000.0,-61465000,-357000.0,-61822000,,-61822000,-61822000,-60.89878542510122
MGNI,2019-12-31,683438,USD,2019,FY,2020-02-27,2022-02-23,52614000.0,59595000.0,156414000.0,-57391000.0,99023000.0,-124565000.0,-84315000.0,-40250000.0,,-25542000,593000.0,789000.0,-24949000,-2041000.0,-26990000,1512000.0,-25478000,,-25478000,-25478000,-32.372623574144484
MGNI,2020-12-31,683438,USD,2020,FY,2021-02-25,2022-02-23,96700000.0,96700000.0,221628000.0,-77747000.0,143881000.0,-180563000.0,-129017000.0,-51546000.0,,-36682000,1495000.0,50000.0,-35187000,-17552000.0,-52739000,-693000.0,-53432000,,-53432000,-53432000,-733.64
MIND,2018-01-31,198210,USD,2017,FY,2018-04-13,2018-04-13,12084000.0,12084000.0,48276000.0,-42192000.0,6084000.0,-22824000.0,-19663000.0,,-2148000.0,-16740000,-451000.0,47000.0,-17191000,-2968000.0,-20159000,-910000.0,-21069000,,-21069000,-21974000,-356.17021276595744
MIND,2019-01-31,198210,USD,2018,FY,2019-04-05,2019-04-05,12105000.0,12105000.0,42942000.0,-31202000.0,11740000.0,-23601000.0,-20905000.0,,-2496000.0,-11861000,48000.0,72000.0,-11813000,-7775000.0,-19588000,-252000.0,-19840000,,-19840000,-21548000,-164.73611111111111
MIST,2018-12-31,998596,USD,2018,FY,2019-03-21,2020-03-06,319202.0,319202.0,,,,-19901000.0,-3052000.0,-16849000.0,,-19901000,711000.0,711000.0,-19190000,-3921000.0,-23111000,-74000.0,-23185000,,-23185000,-23185000,-27.9901547116737
MIST,2019-12-31,998596,USD,2019,FY,2020-10-23,2021-03-29,15784750.0,15784750.0,,,,-48989000.0,-7004000.0,-41985000.0,,-48989000,2596000.0,2596000.0,-46393000,-8892000.0,-55285000,56000.0,-55229000,,-55229000,-55229000,-18.87095531587057
MIST,2020-12-31,998596,USD,2020,FY,2021-03-29,2022-03-24,29344993.0,29344993.0,,,,-44773000.0,-10285000.0,-34488000.0,,-44773000,726000.0,726000.0,-44047000,-5937000.0,-49984000,17000.0,-49967000,,-49967000,-49967000,-61.670798898071624
MKFG,2020-12-31,1380978,USD,2020,FY,2021-03-29,2022-03-31,185251837.0,185251837.0,71851000.0,-29921000.0,41930000.0,-59669000.0,-42493000.0,-17176000.0,,-17739000,40000.0,49000.0,-17699000,-175000.0,-17874000,-111000.0,-17985000,,-17985000,-18811000,-362.0204081632653
MN,2019-12-31,826501,USD,2019,FY,2020-03-13,2021-03-17,15216707.0,77973919.0,136001000.0,,,-133293000.0,,,,2708000,4913000.0,3236000.0,7621000,2684000.0,10305000,-448000.0,9857000,,1433000,1433000,0.8368355995055624
MNDY,2020-12-31,1242006,USD,2020,FY,2021-03-16,2022-03-16,38489148.0,38489148.0,161123000.0,-22488000.0,138635000.0,-289172000.0,-245692000.0,-43480000.0,,-150537000,526000.0,526000.0,-150011000,,-150011000,-2192000.0,-152203000,,-152203000,-152203000,-286.1920152091255
MRNA,2017-12-31,917766,USD,2017,FY,2019-03-13,2019-03-13,64497544.0,64497544.0,205825000.0,,,-475181000.0,-64722000.0,-410459000.0,,-269356000,13360000.0,15235000.0,-255996000,,-255996000,80000.0,-255916000,,-255916000,-269841000,-17.680078765999344
MRNA,2018-12-31,917766,USD,2018,FY,2019-02-06,2021-02-26,81114183.0,81114183.0,135068000.0,,,-548334000.0,-94252000.0,-454082000.0,,-413266000,28858000.0,27023000.0,-384408000,,-384408000,-326000.0,-384734000,,-384734000,-401857000,-15.293120674980573
MRNA,2019-12-31,917766,USD,2019,FY,2020-02-27,2022-02-25,330802136.0,330802136.0,60000000.0,,,-606000000.0,-110000000.0,-496000000.0,,-546000000,31000000.0,39000000.0,-515000000,,-515000000,1000000.0,-514000000,,-514000000,-514000000,-14.0
MRNA,2020-12-31,917766,USD,2020,FY,2021-02-26,2022-02-25,381333059.0,381333059.0,803000000.0,-8000000.0,795000000.0,-1558000000.0,-188000000.0,-1370000000.0,,-763000000,19000000.0,25000000.0,-744000000,,-744000000,-3000000.0,-747000000,,-747000000,-747000000,-30.52
MRSN,2016-12-31,808876,USD,2016,FY,2017-02-11,2019-03-08,1266758.0,1266758.0,25171000.0,,,-38992000.0,-6984000.0,-32008000.0,,-13821000,121000.0,121000.0,-13700000,,-13700000,,-13700000,,-13700000,-13700000,-114.22314049586777
MRSN,2017-12-31,808876,USD,2017,FY,2018-03-28,2020-02-28,12022733.0,12022733.0,17545000.0,,,-57162000.0,-10462000.0,-46700000.0,,-39617000,910000.0,910000.0,-38707000,,-38707000,,-38707000,,-38707000,-38707000,-43.535164835164835
MRSN,2018-12-31,808876,USD,2018,FY,2019-03-08,2021-02-26,23032250.0,23032250.0,10594000.0,,,-76249000.0,-16334000.0,-59915000.0,,-65655000,1398000.0,1398000.0,-64257000,,-64257000,,-64257000,,-64257000,-64257000,-46.96351931330472
MRSN,2019-12-31,808876,USD,2019,FY,2020-02-28,2022-02-28,43492113.0,43492113.0,42123000.0,,,-72323000.0,-17283000.0,-55040000.0,,-30200000,1992000.0,1992000.0,-28208000,,-28208000,,-28208000,,-28208000,-28208000,-15.160642570281125
MRSN,2020-12-31,808876,USD,2020,FY,2021-02-26,2022-02-28,61485205.0,61485205.0,828000.0,,,-88938000.0,-21902000.0,-67036000.0,,-88110000,65000.0,65000.0,-88045000,,-88045000,,-88045000,,-88045000,-88045000,-1355.5384615384614
MSGE,2019-06-30,1033569,USD,2019,FY,2019-08-17,2021-08-23,23992000.0,23992000.0,1048909000.0,-670641000.0,378268000.0,-423865000.0,-314522000.0,,-109343000.0,-45597000,15902000.0,14901000.0,-29695000,,-29695000,-443000.0,-30138000,,-17894000,-17894000,-3.0599959734246025
MYMD,2016-12-31,592461,USD,2016,FY,2017-04-18,2018-07-13,14152.0,14152.0,2960912.0,-1083087.0,1877825.0,-6506069.0,-5146093.0,-1188868.0,-171108.0,-4628244,25097.0,21699.0,-4603147,1299609.0,-3303538,0.0,-3303538,,-3303538,-3303538,-213.29296280934605
MYMD,2017-12-31,592461,USD,2017,FY,2018-04-14,2018-07-13,24746.0,24746.0,3354712.0,-2406132.0,948580.0,-7562370.0,-6130884.0,-1260378.0,-171108.0,-6613790,12412.0,10753.0,-6601378,-764932.0,-7366310,0.0,-7366310,,-7366310,-7366310,-615.0646331256394
MYMD,2018-12-31,592461,USD,2018,FY,2019-04-01,2019-04-01,228804.0,228804.0,1665570.0,-1538285.0,127285.0,-10187694.0,-7448333.0,-1063253.0,-171108.0,-10060409,163286.0,165840.0,-9897123,-951911.0,-10849034,0.0,-10849034,,-10849034,-10849034,-60.663344187168356
MYMD,2019-12-31,592461,USD,2019,FY,2020-10-21,2021-03-01,306336.0,306336.0,,,,-3397103.0,-3397103.0,,,-3397103,96432.0,101483.0,-3300671,-80624.0,-3381295,,-3381295,-506954.0,-3888249,-3888249,-33.47460165742046
MYMD,2020-12-31,592461,USD,2020,FY,2021-03-01,2022-03-31,3526343.0,3526343.0,,,,-8296106.0,-2946703.0,-2466924.0,-18334.0,-8296106,141.0,141.0,-8295965,-1191859.0,-9487824,,-9487824,,-9487824,-9487824,-58837.63120567376
NANO,2019-12-31,721571,USD,2019,FY,2020-02-25,2022-02-25,29729000.0,30007000.0,305896000.0,-170868000.0,135028000.0,-140071000.0,-81268000.0,-48358000.0,-10445000.0,-5043000,4446000.0,3666000.0,-597000,,-597000,2507000.0,1910000,,1910000,1910000,-1.3756137479541735
NC,2019-12-31,528497,USD,2019,FY,2020-03-04,2021-03-03,6974000.0,7007000.0,140990000.0,-109862000.0,31128000.0,-56397000.0,-53783000.0,,-2614000.0,-25269000,66917000.0,2744000.0,41648000,1751000.0,43399000,-3767000.0,39632000,,39632000,39632000,-9.208819241982507
NDMT,2017-12-31,653949,USD,2017,FY,2018-04-18,2018-04-18,23072000.0,23072000.0,3750894.0,-3116151.0,634743.0,-5416187.0,-5416187.0,,,-4781444,1305.0,509.0,-4780139,0.0,-4780139,0.0,-4780139,1.0,-3937493,-3937493,-9393.799607072691
NET,2018-12-31,961018,USD,2018,FY,2019-02-12,2021-02-25,80981000.0,80981000.0,192674000.0,-43537000.0,149137000.0,-234036000.0,-179573000.0,-54463000.0,,-84899000,-1188000.0,903000.0,-86087000,,-86087000,-1077000.0,-87164000,,-87164000,-87164000,-94.0188261351052
NET,2019-12-31,961018,USD,2019,FY,2020-02-10,2022-03-01,146306000.0,146306000.0,287022000.0,-63423000.0,223599000.0,-331545000.0,-240876000.0,-90669000.0,,-107946000,3233000.0,4675000.0,-104713000,,-104713000,-1115000.0,-105828000,,-105828000,-105828000,-23.09005347593583
NEWR,2017-03-31,908918,USD,2016,FY,2017-05-18,2019-05-15,51715000.0,51715000.0,263479000.0,-49990000.0,213489000.0,-274832000.0,-213778000.0,-61054000.0,,-61343000,530000.0,1102000.0,-60813000,,-60813000,-264000.0,-61077000,,-61077000,-61077000,-55.66515426497278
NEWR,2018-03-31,908918,USD,2017,FY,2018-05-11,2019-05-15,54814000.0,54814000.0,355058000.0,-62725000.0,292333000.0,-339141000.0,-264809000.0,-74332000.0,,-46808000,2447000.0,2104000.0,-44361000,,-44361000,-959000.0,-45320000,,-45320000,-45320000,-22.247148288973385
NKLA,2018-12-31,996264,USD,2018,FY,2019-03-20,2021-05-06,22643542.0,22643542.0,173000.0,-50000.0,123000.0,-70612000.0,-12238000.0,-58374000.0,,-70489000,692000.0,686000.0,-69797000,3502000.0,-66295000,2002000.0,-64293000,,-64293000,-64459000,-102.75364431486881
NKLA,2019-12-31,996264,USD,2019,FY,2020-04-15,2022-02-24,29640000.0,29640000.0,482000.0,-271000.0,211000.0,-88206000.0,-20692000.0,-67514000.0,,-87995000,2829000.0,1456000.0,-85166000,-3339000.0,-88505000,-151000.0,-88656000,,-88656000,-105472000,-60.43612637362637
NKLA,2020-12-31,996264,USD,2020,FY,2021-02-25,2022-02-24,335325271.0,335325271.0,95000.0,-72000.0,23000.0,-368343000.0,-182724000.0,-185619000.0,,-368320000,-644000.0,202000.0,-368964000,-2291000.0,-371255000,1026000.0,-370866000,,-370866000,-384273000,-1823.3663366336634
NKT.CO,2016-12-31,981509,USD,2016,FY,2017-06-04,2017-11-16,,,1157258466.0,-1126393816.0,30864650.0,-36506576.0,,,-36506576.0,-5641926,6305681.0,6305681.0,663755,-9513835.0,-8850080,-10509468.0,-19359548,32745292.0,13385744,13385744,-0.894736983999032
NKTX,2020-12-31,1873397,USD,2020,FY,2021-02-12,2022-03-17,48630328.0,48630328.0,,,,-51508000.0,-15288000.0,-36220000.0,,-51508000,310000.0,313000.0,-51198000,-40163000.0,-91361000,,-91361000,,-91361000,-91361000,-164.56230031948883
NMBL,2017-01-31,50051,USD,2016,FY,2017-03-24,2017-03-24,85541000.0,85541000.0,402597000.0,-145653000.0,256944000.0,-413561000.0,-297339000.0,-116222000.0,,-156617000,-355000.0,274000.0,-156972000,,-156972000,-1343000.0,-158315000,,-158315000,-158315000,-571.5948905109489
NNDM,2016-12-31,1240368,USD,2016,FY,2017-03-14,2019-03-14,81106.0,81106.0,46000.0,-193000.0,-147000.0,-8867000.0,-4824000.0,-4043000.0,,-9014000,38000.0,38000.0,-8976000,,-8976000,,-8976000,,-8976000,-8976000,-237.21052631578948
NNDM,2019-12-31,1240368,USD,2019,FY,2020-03-10,2022-03-31,3341200.0,3341200.0,7070000.0,-5084000.0,1986000.0,-16821000.0,-8739000.0,-8082000.0,,-14835000,6482000.0,6482000.0,-8353000,,-8353000,,-8353000,,-8353000,-8353000,-2.2886454797901883
NTIP,2019-12-31,515715,USD,2019,FY,2020-03-23,2021-03-31,23978774.0,23978774.0,3037000.0,-882000.0,2155000.0,-4509000.0,-2167000.0,,,-2354000,1150000.0,1150000.0,-1204000,37000.0,-1167000,-21000.0,-1792000,,-1792000,-1792000,-2.0469565217391303
NTIP,2020-12-31,515715,USD,2020,FY,2021-03-31,2022-03-30,24011354.0,24011354.0,4403000.0,-1653000.0,2750000.0,-5163000.0,-2162000.0,,-292000.0,-2413000,522000.0,522000.0,-1891000,15000.0,-1876000,954000.0,-1709000,,-1709000,-1709000,-4.6226053639846745
NTLA,2016-12-31,1253298,USD,2016,FY,2017-03-14,2019-02-27,22222000.0,22222000.0,16479000.0,,,-48638000.0,-16798000.0,-31840000.0,,-32159000,525000.0,525000.0,-31634000,,-31634000,,-31634000,,-31634000,-31634000,-61.2552380952381
NTLA,2017-12-31,1253298,USD,2017,FY,2018-03-14,2020-02-27,36006000.0,36006000.0,26117000.0,,,-95672000.0,-28025000.0,-67647000.0,,-69555000,2012000.0,2012000.0,-67543000,,-67543000,,-67543000,,-67543000,-67543000,-34.57007952286283
NTLA,2018-12-31,1253298,USD,2018,FY,2019-02-27,2021-02-26,43069000.0,43069000.0,30434000.0,,,-121304000.0,-32189000.0,-89115000.0,,-90870000,5527000.0,5527000.0,-85343000,,-85343000,,-85343000,,-85343000,-85343000,-16.441107291478197
NTLA,2019-12-31,1253298,USD,2019,FY,2020-02-27,2022-02-24,47247000.0,47247000.0,43103000.0,,,-149471000.0,-41058000.0,-108413000.0,,-106368000,6835000.0,6835000.0,-99533000,,-99533000,,-99533000,,-99533000,-99533000,-15.562253108997805
NTLA,2020-12-31,1253298,USD,2020,FY,2021-02-26,2022-02-24,55987000.0,55987000.0,57994000.0,,,-194577000.0,-44169000.0,-150408000.0,,-136583000,2352000.0,2352000.0,-134231000,,-134231000,,-134231000,,-134231000,-134231000,-58.07100340136054
NTRA,2016-12-31,149288,USD,2016,FY,2017-03-16,2018-03-15,51576000.0,51576000.0,217074000.0,-135574000.0,81500000.0,-177988000.0,-136126000.0,-41862000.0,,-96488000,865000.0,865000.0,-95623000,,-95623000,-142000.0,-95765000,,-95765000,-95765000,-111.54682080924856
NURO,2016-12-31,922227,USD,2016,FY,2017-02-09,2018-02-08,59713.0,59713.0,12027528.0,-7113005.0,4914523.0,-20122468.0,-15728115.0,-4394353.0,,-15207945,19132.0,19132.0,-15188813,275662.0,-14913151,,-14913151,,-14913151,-34759528,-794.8957244407276
