Ticker,Report Date,SimFinId,Currency,Fiscal Year,Fiscal Period,Publish Date,Restated Date,Shares (Basic),Shares (Diluted),Revenue,Cost of Revenue,Gross Profit,Operating Expenses,"Selling, General & Administrative",Research & Development,Depreciation & Amortization,Operating Income (Loss),Non-Operating Income (Loss),"Interest Expense, Net","Pretax Income (Loss), Adj.",Abnormal Gains (Losses),Pretax Income (Loss),"Income Tax (Expense) Benefit, Net",Income (Loss) from Continuing Operations,Net Extraordinary Gains (Losses),Net Income,Net Income (Common),Zombie Indicator
BWLA,2020-06-30,287640,USD,2020,FY,2020-09-24,2020-09-24,5160971.0,5160971.0,17780942.0,-15427554.0,2353388.0,-2025344.0,-1051545.0,,-957138.0,328044,443442.0,443442.0,771486,-367466.0,404020,-828.0,403192,,403192,403192,0.7397675456993248
BWV,2020-12-31,1342102,USD,2020,FY,2021-03-31,2022-03-31,11048599.0,11048599.0,,,,-1622069.0,-1097161.0,-524908.0,,-1622069,22603.0,22603.0,-1599466,,-1599466,,-1599466,,-1599466,-2159394,-71.76343848161748
CALA,2016-12-31,817563,USD,2016,FY,2017-03-16,2018-03-08,974300.0,974300.0,,,,-38334000.0,-10586000.0,-27748000.0,,-38334000,330000.0,330000.0,-38004000,,-38004000,,-38004000,,-38004000,-38004000,-116.16363636363636
CALA,2017-12-31,817563,USD,2017,FY,2018-03-08,2018-03-08,1647550.0,1647550.0,25955000.0,,,-55641000.0,-12530000.0,-43111000.0,,-29686000,1860000.0,1860000.0,-27826000,,-27826000,,-27826000,,-27826000,-27826000,-15.960215053763442
CALA,2018-12-31,817563,USD,2018,FY,2019-03-07,2021-03-16,1830200.0,1830200.0,22254000.0,,,-79535000.0,-13340000.0,-66195000.0,,-57281000,2652000.0,2652000.0,-54629000,,-54629000,,-54629000,,-54629000,-54629000,-21.599170437405732
CALD,2017-12-31,100006,USD,2017,FY,2018-03-22,2018-03-22,65272000.0,65272000.0,253091000.0,-98492000.0,154599000.0,-174858000.0,-137177000.0,-37681000.0,,-20259000,955000.0,955000.0,-19304000,-1189000.0,-20493000,220000.0,-20273000,,-20273000,-20273000,-21.213612565445025
CALM,2017-05-31,776100,USD,2017,FY,2017-07-24,2018-07-23,48362000.0,48362000.0,1074513000.0,-1028963000.0,45550000.0,-173980000.0,-173980000.0,,,-128430000,10135000.0,2785000.0,-118295000,4001000.0,-114294000,39867000.0,-74427000,,-74278000,-74278000,-46.114901256732495
CALM,2020-05-31,776100,USD,2020,FY,2020-07-20,2021-07-19,48467000.0,48584000.0,1351609000.0,-1172021000.0,179588000.0,-178237000.0,-178237000.0,,,1351000,8694000.0,4464000.0,10045000,10014000.0,20059000,-1731000.0,18328000,,18391000,18391000,0.30264336917562723
CALM,2021-05-31,776100,USD,2021,FY,2021-07-19,2021-07-19,48530000.0,48659000.0,1348987000.0,-1188326000.0,160661000.0,-183943000.0,-183943000.0,,,-23282000,7311000.0,2615000.0,-15971000,6022000.0,-9949000,12009000.0,2060000,,2060000,2060000,-8.903250478011472
CALX,2016-12-31,1060039,USD,2016,FY,2017-02-28,2019-03-01,48730000.0,48730000.0,458787000.0,-257569000.0,201218000.0,-233837000.0,-125267000.0,-106869000.0,-1701000.0,-32619000,1064000.0,152000.0,-31555000,4500000.0,-27055000,-347000.0,-27402000,,-27402000,-27402000,-214.59868421052633
CASI,2017-12-31,877522,USD,2017,FY,2018-03-29,2019-03-29,6151399.0,6151399.0,,,,-10751320.0,-3156138.0,-7595182.0,,-10751320,1009.0,1009.0,-10750311,-19891.0,-10770202,,-10770202,,-10770202,-10770202,-10655.421209117938
CASI,2018-12-31,877522,USD,2018,FY,2019-03-29,2020-03-16,8475215.0,8475215.0,,,,-26504000.0,-17997000.0,-8507000.0,,-26504000,40000.0,40000.0,-26464000,-1007000.0,-27471000,,-27471000,,-27471000,-27471000,-662.6
CASI,2019-12-31,877522,USD,2019,FY,2020-03-16,2021-03-30,9594800.0,9594800.0,4131000.0,-3935000.0,196000.0,-39779000.0,-30439000.0,-9340000.0,,-39583000,1884000.0,1062000.0,-37699000,-7663000.0,-45362000,,-45362000,,-46032000,-46032000,-37.272128060263654
CASI,2020-12-31,877522,USD,2020,FY,2021-03-30,2022-03-28,11045200.0,11045200.0,15141000.0,-9508000.0,5633000.0,-38946000.0,-27476000.0,-11470000.0,,-33313000,-307000.0,866000.0,-33620000,-13891000.0,-47511000,,-47511000,,-48287000,-48287000,-38.467667436489606
CATO,2021-01-31,998426,USD,2020,FY,2021-03-29,2021-03-29,22536090.0,22536090.0,575111000.0,-433187000.0,141924000.0,-221173000.0,-206492000.0,,-14681000.0,-79249000,6443000.0,6443000.0,-72806000,,-72806000,25323000.0,-47483000,,-47483000,-47483000,-12.300015520720162
CBLK,2017-12-31,896985,USD,2017,FY,2018-01-25,2019-03-08,10382701.0,10382701.0,160778000.0,-35638000.0,125140000.0,-177723000.0,-125676000.0,-52047000.0,,-52583000,259000.0,32000.0,-52324000,-810000.0,-53134000,-78000.0,-53212000,,-53212000,-81268000,-1643.21875
CBLK,2018-12-31,896985,USD,2018,FY,2019-03-08,2019-03-08,48372897.0,48372897.0,209724000.0,-45766000.0,163958000.0,-238519000.0,-173892000.0,-64627000.0,,-74561000,1165000.0,2039000.0,-73396000,-8838000.0,-82234000,177000.0,-82057000,,-82057000,-281549000,-36.56743501716528
CCXI,2016-12-31,795982,USD,2016,FY,2017-03-14,2018-03-12,46432000.0,46432000.0,11935000.0,,,-52655000.0,-14710000.0,-37945000.0,,-40720000,757000.0,757000.0,-39963000,,-39963000,,-39963000,,-39963000,-39963000,-53.79128137384412
CCXI,2018-12-31,795982,USD,2018,FY,2019-03-11,2021-03-01,49814000.0,49814000.0,42875000.0,,,-83145000.0,-20409000.0,-62736000.0,,-40270000,2304000.0,2304000.0,-37966000,,-37966000,,-37966000,,-37966000,-37966000,-17.47829861111111
CCXI,2019-12-31,795982,USD,2019,FY,2020-03-10,2022-03-01,56898000.0,56898000.0,36128000.0,,,-94431000.0,-24155000.0,-70276000.0,,-58303000,2814000.0,2814000.0,-55489000,,-55489000,,-55489000,,-55489000,-55489000,-20.718905472636816
CDMO,2018-04-30,97638,USD,2018,FY,2018-07-16,2019-06-27,47063020.0,47063020.0,53621000.0,-56545000.0,-2924000.0,-16456000.0,-16456000.0,,,-19380000,75000.0,75000.0,-19305000,-1258000.0,-20563000,0.0,-20563000,-1250000.0,-21813000,-26499000,-258.4
CDNA,2019-12-31,171003,USD,2019,FY,2020-02-28,2022-02-24,42151617.0,42151617.0,127068000.0,-45455000.0,81613000.0,-106145000.0,-75434000.0,-30711000.0,,-24532000,266000.0,985000.0,-24266000,319000.0,-23947000,1979000.0,-21968000,,-21968000,-21968000,-24.905583756345177
